,AIRPORTS,MONTH,YEAR,PAX,MOVEMENTS,CARGO (KG)
5146,MELILLA,11,2018,28338,602,10476
5147,MENORCA,11,2018,83092,1134,80901
5148,MURCIA-SAN JAVIER,11,2018,48603,403,0
5149,PALMA DE MALLORCA,11,2018,1015210,9833,784722
5150,PAMPLONA,11,2018,16063,435,0
5151,REUS,11,2018,9671,1061,0
5152,SABADELL,11,2018,363,3621,0
5153,SALAMANCA,11,2018,177,682,0
5154,SAN SEBASTIAN,11,2018,20993,424,0
5155,SANTIAGO-ROSALIA DE CASTRO,11,2018,188141,1483,287944
5156,SEVE BALLESTEROS-SANTANDER,11,2018,82363,815,0
5157,SEVILLA,11,2018,548079,4922,972178
5158,SON BONET,11,2018,200,775,0
5159,TENERIFE NORTE-C. LA LAGUNA,11,2018,437474,6097,1057891
5160,TENERIFE SUR,11,2018,995889,6603,236752
5161,VALENCIA,11,2018,577686,5666,1441321
5162,VALLADOLID,11,2018,18290,376,107935
5163,VIGO,11,2018,85195,907,111929
5164,VITORIA,11,2018,9400,901,5647750
5165,ZARAGOZA,11,2018,28489,675,16448753
5166,A CORUÑA,12,2018,91223,1216,18536
5167,ADOLFO SUAREZ MADRID-BARAJAS,12,2018,4569864,33050,46433819
5168,ALBACETE,12,2018,111,35,0
5169,ALGECIRAS-HELIPUERTO,12,2018,2233,222,0
5170,ALICANTE-ELCHE,12,2018,827638,6321,321289
5171,ALMERIA,12,2018,37139,653,0
5172,ASTURIAS,12,2018,88113,725,3415
5173,BADAJOZ,12,2018,4224,161,0
5174,BARCELONA-EL PRAT J.T.,12,2018,3498083,24901,14757904
5175,BILBAO,12,2018,381906,3647,65669
5176,BURGOS,12,2018,599,108,1600
5177,CEUTA-HELIPUERTO,12,2018,4628,463,0
5178,CORDOBA,12,2018,841,799,0
5179,EL HIERRO,12,2018,20372,438,5574
5180,FGL GRANADA-JAEN,12,2018,97600,1126,0
5181,FUERTEVENTURA,12,2018,470103,4237,70884
5182,GIRONA-COSTA BRAVA,12,2018,37306,552,2045
5183,GRAN CANARIA,12,2018,1240139,11928,1743764
5184,HUESCA-PIRINEOS,12,2018,389,578,0
5185,IBIZA,12,2018,197753,2369,84484
5186,JEREZ DE LA FRONTERA,12,2018,49028,3351,0
5187,LA GOMERA,12,2018,4531,176,42
5188,LA PALMA,12,2018,123599,1991,44134
5189,LANZAROTE-CESAR MANRIQUE,12,2018,580478,5222,154180
5190,LEON,12,2018,3217,149,0
5191,LOGROÑO,12,2018,1888,105,0
5192,MADRID-CUATRO VIENTOS,12,2018,284,3272,0
5193,MALAGA-COSTA DEL SOL,12,2018,1104945,9223,220645
5194,MELILLA,12,2018,28340,618,10029
5195,MENORCA,12,2018,81706,1117,80346
5196,MURCIA-SAN JAVIER,12,2018,46710,412,0
5197,PALMA DE MALLORCA,12,2018,972614,9144,615173
5198,PAMPLONA,12,2018,14252,417,579
5199,REUS,12,2018,6763,1030,0
5200,SABADELL,12,2018,423,3618,0
5201,SALAMANCA,12,2018,160,399,0
5202,SAN SEBASTIAN,12,2018,18610,414,1293
5203,SANTIAGO-ROSALIA DE CASTRO,12,2018,200407,1590,238782
5204,SEVE BALLESTEROS-SANTANDER,12,2018,81679,815,0
5205,SEVILLA,12,2018,542650,4918,702932
5206,SON BONET,12,2018,230,947,0
5207,TENERIFE NORTE-C. LA LAGUNA,12,2018,451033,6216,978749
5208,TENERIFE SUR,12,2018,1009436,7022,232695
5209,VALENCIA,12,2018,566494,5683,1112660
5210,VALLADOLID,12,2018,18446,302,12432
5211,VIGO,12,2018,81678,817,103186
5212,VITORIA,12,2018,11094,748,4819983
5213,ZARAGOZA,12,2018,33862,621,10966374
5214,A CORUÑA,1,2019,91143,1225,12250
5215,ADOLFO SUAREZ MADRID-BARAJAS,1,2019,4386862,32905,39723732
5216,AEROPUERTO INTL. REGION MURCIA,1,2019,20243,206,0
5217,ALBACETE,1,2019,203,69,0
5218,ALGECIRAS-HELIPUERTO,1,2019,2782,292,0
5219,ALICANTE-ELCHE,1,2019,784938,6012,312453
5220,ALMERIA,1,2019,34176,640,0
5221,ASTURIAS,1,2019,81601,702,1241
5222,BADAJOZ,1,2019,5205,221,0
5223,BARCELONA-EL PRAT J.T.,1,2019,3274938,24005,12978258
5224,BILBAO,1,2019,334070,3486,80809
5225,BURGOS,1,2019,732,89,0
5226,CEUTA-HELIPUERTO,1,2019,5418,590,0
5227,CORDOBA,1,2019,672,654,0
5228,EL HIERRO,1,2019,18375,462,5761
5229,FGL GRANADA-JAEN,1,2019,90185,1011,0
5230,FUERTEVENTURA,1,2019,442911,4006,73457
5231,GIRONA-COSTA BRAVA,1,2019,37413,556,23960
5232,GRAN CANARIA,1,2019,1180490,11402,1500609
5233,HUESCA-PIRINEOS,1,2019,35,610,0
5234,IBIZA,1,2019,172848,2317,86985
5235,JEREZ DE LA FRONTERA,1,2019,44546,3885,0
5236,LA GOMERA,1,2019,4754,256,184
5237,LA PALMA,1,2019,117624,1993,48578
5238,LANZAROTE-CESAR MANRIQUE,1,2019,569292,5108,128768
5239,LEON,1,2019,2950,140,0
5240,LOGROÑO,1,2019,1164,65,0
5241,MADRID-CUATRO VIENTOS,1,2019,243,3592,0
5242,MALAGA-COSTA DEL SOL,1,2019,1013422,8526,166553
5243,MELILLA,1,2019,27538,655,12635
5244,MENORCA,1,2019,70838,1158,115237
5245,MURCIA-SAN JAVIER,1,2019,21563,222,0
5246,PALMA DE MALLORCA,1,2019,839130,8468,663362
5247,PAMPLONA,1,2019,15329,423,387
5248,REUS,1,2019,5834,756,0
5249,SABADELL,1,2019,262,3289,0
5250,SALAMANCA,1,2019,142,420,0
5251,SAN SEBASTIAN,1,2019,19129,407,0
5252,SANTIAGO-ROSALIA DE CASTRO,1,2019,178825,1483,250222
5253,SEVE BALLESTEROS-SANTANDER,1,2019,75022,703,0
5254,SEVILLA,1,2019,522375,4929,773367
5255,SON BONET,1,2019,199,724,0
5256,TENERIFE NORTE-C. LA LAGUNA,1,2019,400182,6016,1154010
5257,TENERIFE SUR,1,2019,1019030,6775,247462
5258,VALENCIA,1,2019,543595,5720,1359702
5259,VALLADOLID,1,2019,13977,223,0
5260,VIGO,1,2019,71866,837,42163
5261,VITORIA,1,2019,9891,776,5145427
5262,ZARAGOZA,1,2019,29253,561,12420527
5263,A CORUÑA,2,2019,90967,1312,13317
5264,ADOLFO SUAREZ MADRID-BARAJAS,2,2019,4149603,30187,41196095
5265,AEROPUERTO INTL. REGION MURCIA,2,2019,45149,362,0
5266,ALBACETE,2,2019,220,56,0
5267,ALGECIRAS-HELIPUERTO,2,2019,2903,248,0
5268,ALICANTE-ELCHE,2,2019,782721,5645,269220
5269,ALMERIA,2,2019,38125,677,62
5270,ASTURIAS,2,2019,79872,709,4495
5271,BADAJOZ,2,2019,5557,193,0
5272,BARCELONA-EL PRAT J.T.,2,2019,3267695,22696,12353762
5273,BILBAO,2,2019,345890,3491,74368
5274,BURGOS,2,2019,923,198,10395
5275,CEUTA-HELIPUERTO,2,2019,5420,528,0
5276,CORDOBA,2,2019,785,767,0
5277,EL HIERRO,2,2019,17831,426,5525
5278,FGL GRANADA-JAEN,2,2019,89652,1097,0
5279,FUERTEVENTURA,2,2019,429480,3591,58420
5280,GIRONA-COSTA BRAVA,2,2019,34374,663,4982
5281,GRAN CANARIA,2,2019,1125524,10361,1287347
5282,HUESCA-PIRINEOS,2,2019,41,1080,0
5283,IBIZA,2,2019,179606,2106,89949
5284,JEREZ DE LA FRONTERA,2,2019,48240,4566,24
5285,LA GOMERA,2,2019,4469,250,137
5286,LA PALMA,2,2019,111007,1730,58412
5287,LANZAROTE-CESAR MANRIQUE,2,2019,552119,4647,121859
5288,LEON,2,2019,4228,220,0
5289,LOGROÑO,2,2019,1646,122,0
5290,MADRID-CUATRO VIENTOS,2,2019,143,4313,0
5291,MALAGA-COSTA DEL SOL,2,2019,1052776,8142,179287
5292,MELILLA,2,2019,27137,588,11150
5293,MENORCA,2,2019,75728,1046,67212
5294,MURCIA-SAN JAVIER,2,2019,0,0,0
5295,PALMA DE MALLORCA,2,2019,896042,7934,669319
5296,PAMPLONA,2,2019,15595,499,3041
5297,REUS,2,2019,3895,1141,0
5298,SABADELL,2,2019,327,3805,0
5299,SALAMANCA,2,2019,169,869,0
5300,SAN SEBASTIAN,2,2019,20117,539,10
5301,SANTIAGO-ROSALIA DE CASTRO,2,2019,165167,1359,236841
5302,SEVE BALLESTEROS-SANTANDER,2,2019,74131,799,0
5303,SEVILLA,2,2019,521770,4908,649589
5304,SON BONET,2,2019,174,892,0
5305,TENERIFE NORTE-C. LA LAGUNA,2,2019,391617,5533,955259
5306,TENERIFE SUR,2,2019,953614,5975,192856
5307,VALENCIA,2,2019,524073,5313,1056843
5308,VALLADOLID,2,2019,14721,385,4835
5309,VIGO,2,2019,71263,867,47833
5310,VITORIA,2,2019,8873,814,4914607
5311,ZARAGOZA,2,2019,26871,615,13986608
5312,A CORUÑA,3,2019,108767,1380,13048
5313,ADOLFO SUAREZ MADRID-BARAJAS,3,2019,4907489,34258,48778585
5314,AEROPUERTO INTL. REGION MURCIA,3,2019,56260,418,0
5315,ALBACETE,3,2019,46,28,0
5316,ALGECIRAS-HELIPUERTO,3,2019,3629,314,0
5317,ALICANTE-ELCHE,3,2019,996439,6768,334603
5318,ALMERIA,3,2019,55031,819,0
5319,ASTURIAS,3,2019,110794,1080,5083
5320,BADAJOZ,3,2019,6928,235,0
5321,BARCELONA-EL PRAT J.T.,3,2019,3967540,25966,15801602
5322,BILBAO,3,2019,441745,4007,94548
5323,BURGOS,3,2019,1851,342,22425
5324,CEUTA-HELIPUERTO,3,2019,6637,604,0
5325,CORDOBA,3,2019,942,882,0
5326,EL HIERRO,3,2019,19983,410,5350
5327,FGL GRANADA-JAEN,3,2019,109191,1233,0
5328,FUERTEVENTURA,3,2019,509814,4112,63391
5329,GIRONA-COSTA BRAVA,3,2019,40173,586,1485
5330,GRAN CANARIA,3,2019,1304061,11873,1618627
5331,HUESCA-PIRINEOS,3,2019,114,1024,0
5332,IBIZA,3,2019,240090,2636,103600
5333,JEREZ DE LA FRONTERA,3,2019,75668,4495,1
5334,LA GOMERA,3,2019,5244,194,201
5335,LA PALMA,3,2019,137132,2155,45399
5336,LANZAROTE-CESAR MANRIQUE,3,2019,669084,5435,130005
5337,LEON,3,2019,6130,260,0
5338,LOGROÑO,3,2019,1932,116,0
5339,MADRID-CUATRO VIENTOS,3,2019,386,4569,0
5340,MALAGA-COSTA DEL SOL,3,2019,1353135,9788,221875
5341,MELILLA,3,2019,30542,658,10035
5342,MENORCA,3,2019,107123,1294,88360
5343,MURCIA-SAN JAVIER,3,2019,0,0,0
5344,PALMA DE MALLORCA,3,2019,1301515,10437,732097
5345,PAMPLONA,3,2019,17779,516,158
5346,REUS,3,2019,4782,1155,0
5347,SABADELL,3,2019,396,4220,0
5348,SALAMANCA,3,2019,2338,1096,0
5349,SAN SEBASTIAN,3,2019,25120,572,3
5350,SANTIAGO-ROSALIA DE CASTRO,3,2019,211529,1706,273214
5351,SEVE BALLESTEROS-SANTANDER,3,2019,89789,887,122
5352,SEVILLA,3,2019,641110,5480,690085
5353,SON BONET,3,2019,280,988,0
5354,TENERIFE NORTE-C. LA LAGUNA,3,2019,468125,6289,1284349
5355,TENERIFE SUR,3,2019,1107634,6808,253121
5356,VALENCIA,3,2019,668421,6088,1134119
5357,VALLADOLID,3,2019,22544,481,3360
5358,VIGO,3,2019,84812,940,46773
5359,VITORIA,3,2019,11525,892,5414557
5360,ZARAGOZA,3,2019,35007,706,17327556
5361,A CORUÑA,4,2019,111809,1248,11688
5362,ADOLFO SUAREZ MADRID-BARAJAS,4,2019,5052309,34834,44156315
5363,AEROPUERTO INTL. REGION MURCIA,4,2019,110822,791,0
5364,ALBACETE,4,2019,48,27,0
5365,ALGECIRAS-HELIPUERTO,4,2019,2718,234,0
5366,ALICANTE-ELCHE,4,2019,1341713,9073,344101
5367,ALMERIA,4,2019,77921,974,0
5368,ASTURIAS,4,2019,118715,1125,2771
5369,BADAJOZ,4,2019,6646,230,0
5370,BARCELONA-EL PRAT J.T.,4,2019,4522810,29763,13971159
5371,BILBAO,4,2019,526331,4553,93251
5372,BURGOS,4,2019,1753,164,0
5373,CEUTA-HELIPUERTO,4,2019,4942,422,0
5374,CORDOBA,4,2019,694,589,0
5375,EL HIERRO,4,2019,20803,400,5686
5376,FGL GRANADA-JAEN,4,2019,105141,1049,0
5377,FUERTEVENTURA,4,2019,490153,4003,56859
5378,GIRONA-COSTA BRAVA,4,2019,175376,1443,1342
5379,GRAN CANARIA,4,2019,1103931,10612,1522103
5380,HUESCA-PIRINEOS,4,2019,264,834,0
5381,IBIZA,4,2019,517517,4856,119532
5382,JEREZ DE LA FRONTERA,4,2019,103586,4323,0
5383,LA GOMERA,4,2019,5263,204,132
5384,LA PALMA,4,2019,127127,1958,40754
5385,LANZAROTE-CESAR MANRIQUE,4,2019,629137,5123,124153
5386,LEON,4,2019,6194,213,0
5387,LOGROÑO,4,2019,2238,124,0
5388,MADRID-CUATRO VIENTOS,4,2019,261,3159,0
5389,MALAGA-COSTA DEL SOL,4,2019,1827782,13236,174784
5390,MELILLA,4,2019,36423,798,10504
5391,MENORCA,4,2019,165900,1856,106597
5392,MURCIA-SAN JAVIER,4,2019,0,0,0
5393,PALMA DE MALLORCA,4,2019,2514286,18980,765229
5394,PAMPLONA,4,2019,21911,485,305
5395,REUS,4,2019,54356,1233,0
5396,SABADELL,4,2019,243,3366,0
5397,SALAMANCA,4,2019,3204,629,0
5398,SAN SEBASTIAN,4,2019,27819,522,0
5399,SANTIAGO-ROSALIA DE CASTRO,4,2019,253397,1964,270602
5400,SEVE BALLESTEROS-SANTANDER,4,2019,100807,873,3
5401,SEVILLA,4,2019,682786,5680,1093261
5402,SON BONET,4,2019,279,1016,0
5403,TENERIFE NORTE-C. LA LAGUNA,4,2019,482793,6214,1169672
5404,TENERIFE SUR,4,2019,942771,5828,176475
5405,VALENCIA,4,2019,752055,6523,1170068
5406,VALLADOLID,4,2019,24521,422,0
5407,VIGO,4,2019,87986,950,47780
5408,VITORIA,4,2019,18424,817,4974087
5409,ZARAGOZA,4,2019,42210,707,15874297
5410,A CORUÑA,5,2019,118853,1516,15622
5411,ADOLFO SUAREZ MADRID-BARAJAS,5,2019,5218219,37226,44984454
5412,AEROPUERTO INTL. REGION MURCIA,5,2019,121073,877,0
5413,ALBACETE,5,2019,167,42,0
5414,ALGECIRAS-HELIPUERTO,5,2019,3307,274,0
5415,ALICANTE-ELCHE,5,2019,1402153,9496,345459
5416,ALMERIA,5,2019,102299,1144,0
5417,ASTURIAS,5,2019,120179,1165,2800
5418,BADAJOZ,5,2019,6132,198,0
5419,BARCELONA-EL PRAT J.T.,5,2019,4681994,31164,14606987
5420,BILBAO,5,2019,543069,4900,90065
5421,BURGOS,5,2019,1459,330,5898
5422,CEUTA-HELIPUERTO,5,2019,6178,570,0
5423,CORDOBA,5,2019,924,784,0
5424,EL HIERRO,5,2019,20225,402,7051
5425,FGL GRANADA-JAEN,5,2019,108102,1343,13
5426,FUERTEVENTURA,5,2019,412778,3625,55429
5427,GIRONA-COSTA BRAVA,5,2019,229321,2002,9070
5428,GRAN CANARIA,5,2019,930396,9588,1575745
5429,HUESCA-PIRINEOS,5,2019,119,913,0
5430,IBIZA,5,2019,887678,7812,152253
5431,JEREZ DE LA FRONTERA,5,2019,124082,4986,108
5432,LA GOMERA,5,2019,5398,169,111
5433,LA PALMA,5,2019,117066,1869,33761
5434,LANZAROTE-CESAR MANRIQUE,5,2019,567687,4803,124114
5435,LEON,5,2019,8047,339,0
5436,LOGROÑO,5,2019,1876,154,0
5437,MADRID-CUATRO VIENTOS,5,2019,378,4973,0
5438,MALAGA-COSTA DEL SOL,5,2019,1914226,13989,227127
5439,MELILLA,5,2019,36235,968,11869
5440,MENORCA,5,2019,313348,2861,111341
5441,MURCIA-SAN JAVIER,5,2019,0,0,0
5442,PALMA DE MALLORCA,5,2019,3181577,22892,884372
5443,PAMPLONA,5,2019,22016,561,932
5444,REUS,5,2019,135741,1909,0
5445,SABADELL,5,2019,485,4632,0
5446,SALAMANCA,5,2019,2255,1126,0
5447,SAN SEBASTIAN,5,2019,30153,581,0
5448,SANTIAGO-ROSALIA DE CASTRO,5,2019,263241,1997,261969
5449,SEVE BALLESTEROS-SANTANDER,5,2019,98895,942,1
5450,SEVILLA,5,2019,685045,5962,716680
5451,SON BONET,5,2019,440,1258,0
5452,TENERIFE NORTE-C. LA LAGUNA,5,2019,496878,6389,1219564
5453,TENERIFE SUR,5,2019,794624,5061,161061
5454,VALENCIA,5,2019,747036,6858,1636123
5455,VALLADOLID,5,2019,24741,592,160
5456,VIGO,5,2019,89185,1077,34129
5457,VITORIA,5,2019,17569,951,5659079
5458,ZARAGOZA,5,2019,34864,687,12859279
5459,A CORUÑA,6,2019,125605,1492,11816
5460,ADOLFO SUAREZ MADRID-BARAJAS,6,2019,5570367,37982,44234231
5461,AEROPUERTO INTL. REGION MURCIA,6,2019,133920,971,0
5462,ALBACETE,6,2019,266,39,0
5463,ALGECIRAS-HELIPUERTO,6,2019,3108,282,0
5464,ALICANTE-ELCHE,6,2019,1538176,10049,322747
5465,ALMERIA,6,2019,124789,1234,125
5466,ASTURIAS,6,2019,136301,1226,2429
5467,BADAJOZ,6,2019,6135,283,0
5468,BARCELONA-EL PRAT J.T.,6,2019,5106242,32078,13494282
5469,BILBAO,6,2019,584053,4874,71035
5470,BURGOS,6,2019,1716,352,0
5471,CEUTA-HELIPUERTO,6,2019,6011,568,0
5472,CORDOBA,6,2019,911,957,0
5473,EL HIERRO,6,2019,22387,462,5074
5474,FGL GRANADA-JAEN,6,2019,110164,1642,0
5475,FUERTEVENTURA,6,2019,457076,3703,52941
5476,GIRONA-COSTA BRAVA,6,2019,273998,2151,5408
5477,GRAN CANARIA,6,2019,979830,9470,1506707
5478,HUESCA-PIRINEOS,6,2019,6,822,0
5479,IBIZA,6,2019,1179537,10429,152602
5480,JEREZ DE LA FRONTERA,6,2019,125229,5402,0
5481,LA GOMERA,6,2019,6114,270,178
5482,LA PALMA,6,2019,117988,1812,28934
5483,LANZAROTE-CESAR MANRIQUE,6,2019,604165,4805,117581
5484,LEON,6,2019,4450,215,0
5485,LOGROÑO,6,2019,1736,186,0
5486,MADRID-CUATRO VIENTOS,6,2019,465,4751,0
5487,MALAGA-COSTA DEL SOL,6,2019,2056254,14500,314229
5488,MELILLA,6,2019,39886,931,10096
5489,MENORCA,6,2019,524846,4287,99609
5490,MURCIA-SAN JAVIER,6,2019,0,0,0
5491,PALMA DE MALLORCA,6,2019,3853877,26379,806786
5492,PAMPLONA,6,2019,22537,592,10666
5493,REUS,6,2019,189263,2226,0
5494,SABADELL,6,2019,613,4695,0
5495,SALAMANCA,6,2019,1684,1105,0
5496,SAN SEBASTIAN,6,2019,31061,588,109
5497,SANTIAGO-ROSALIA DE CASTRO,6,2019,278113,2109,238633
5498,SEVE BALLESTEROS-SANTANDER,6,2019,106783,1038,2
5499,SEVILLA,6,2019,666903,5499,716920
5500,SON BONET,6,2019,710,1726,0
5501,TENERIFE NORTE-C. LA LAGUNA,6,2019,512957,6311,1066958
5502,TENERIFE SUR,6,2019,820662,5123,126013
5503,VALENCIA,6,2019,780180,6922,1066978
5504,VALLADOLID,6,2019,24093,663,0
5505,VIGO,6,2019,90194,938,28540
5506,VITORIA,6,2019,16220,1026,5416843
5507,ZARAGOZA,6,2019,42148,695,7427827
5508,A CORUÑA,7,2019,130069,1755,12546
5509,ADOLFO SUAREZ MADRID-BARAJAS,7,2019,5944675,38973,46417819
5510,AEROPUERTO INTL. REGION MURCIA,7,2019,145286,989,0
5511,ALBACETE,7,2019,54,28,0
5512,ALGECIRAS-HELIPUERTO,7,2019,3524,308,0
5513,ALICANTE-ELCHE,7,2019,1721603,11068,391623
5514,ALMERIA,7,2019,134061,1355,0
5515,ASTURIAS,7,2019,157568,1533,2167
5516,BADAJOZ,7,2019,6840,311,0
5517,BARCELONA-EL PRAT J.T.,7,2019,5361321,33232,15755750
5518,BILBAO,7,2019,603139,4930,77669
5519,BURGOS,7,2019,1642,253,0
5520,CEUTA-HELIPUERTO,7,2019,6455,663,0
5521,CORDOBA,7,2019,920,966,0
5522,EL HIERRO,7,2019,26779,498,6593
5523,FGL GRANADA-JAEN,7,2019,110835,1294,0
5524,FUERTEVENTURA,7,2019,504911,4144,49728
5525,GIRONA-COSTA BRAVA,7,2019,294820,2439,2315
5526,GRAN CANARIA,7,2019,1068965,10196,1726752
5527,HUESCA-PIRINEOS,7,2019,15,843,0
5528,IBIZA,7,2019,1332411,12242,163588
5529,JEREZ DE LA FRONTERA,7,2019,128666,5275,0
5530,LA GOMERA,7,2019,9358,324,286
5531,LA PALMA,7,2019,130745,2004,31296
5532,LANZAROTE-CESAR MANRIQUE,7,2019,649113,5255,107817
5533,LEON,7,2019,6608,299,0
5534,LOGROÑO,7,2019,1385,121,0
5535,MADRID-CUATRO VIENTOS,7,2019,456,5189,0
5536,MALAGA-COSTA DEL SOL,7,2019,2228464,15892,408596
5537,MELILLA,7,2019,43375,946,16960
5538,MENORCA,7,2019,638843,5022,115650
5539,MURCIA-SAN JAVIER,7,2019,0,0,0
5540,PALMA DE MALLORCA,7,2019,4207218,28719,830036
5541,PAMPLONA,7,2019,25047,615,3162
5542,REUS,7,2019,193143,2214,0
5543,SABADELL,7,2019,480,5310,0
5544,SALAMANCA,7,2019,2059,1035,0
5545,SAN SEBASTIAN,7,2019,32933,652,15
5546,SANTIAGO-ROSALIA DE CASTRO,7,2019,302093,2231,283685
5547,SEVE BALLESTEROS-SANTANDER,7,2019,123005,1230,0
5548,SEVILLA,7,2019,641440,5345,764084
5549,SON BONET,7,2019,871,1727,0
5550,TENERIFE NORTE-C. LA LAGUNA,7,2019,541207,6777,765469
5551,TENERIFE SUR,7,2019,891912,5498,139616
5552,VALENCIA,7,2019,858784,7436,1279010
5553,VALLADOLID,7,2019,24270,602,260
5554,VIGO,7,2019,100611,1158,43009
5555,VITORIA,7,2019,17567,1131,6283417
5556,ZARAGOZA,7,2019,54052,884,12826216
5557,A CORUÑA,8,2019,120144,1641,12626
5558,ADOLFO SUAREZ MADRID-BARAJAS,8,2019,5790223,37140,44335616
5559,AEROPUERTO INTL. REGION MURCIA,8,2019,141399,932,0
5560,ALBACETE,8,2019,41,20,0
5561,ALGECIRAS-HELIPUERTO,8,2019,3098,248,0
5562,ALICANTE-ELCHE,8,2019,1692011,10757,270094
5563,ALMERIA,8,2019,127722,1120,0
5564,ASTURIAS,8,2019,144499,1325,1189
5565,BADAJOZ,8,2019,5027,244,0
5566,BARCELONA-EL PRAT J.T.,8,2019,5410994,32673,13187637
5567,BILBAO,8,2019,566611,4396,66877
5568,BURGOS,8,2019,2092,358,0
5569,CEUTA-HELIPUERTO,8,2019,5679,559,0
5570,CORDOBA,8,2019,817,878,0
5571,EL HIERRO,8,2019,29861,506,6130
5572,FGL GRANADA-JAEN,8,2019,106311,1169,0
5573,FUERTEVENTURA,8,2019,527838,4253,47253
5574,GIRONA-COSTA BRAVA,8,2019,305203,2366,3729
5575,GRAN CANARIA,8,2019,1082229,10605,1533697
5576,HUESCA-PIRINEOS,8,2019,17,657,0
5577,IBIZA,8,2019,1376350,12263,140116
5578,JEREZ DE LA FRONTERA,8,2019,132805,5020,20
5579,LA GOMERA,8,2019,11543,350,155
5580,LA PALMA,8,2019,132192,1903,33371
5581,LANZAROTE-CESAR MANRIQUE,8,2019,686697,5417,114984
5582,LEON,8,2019,6676,355,0
5583,LOGROÑO,8,2019,1487,125,0
5584,MADRID-CUATRO VIENTOS,8,2019,310,4940,0
5585,MALAGA-COSTA DEL SOL,8,2019,2205899,15644,303581
5586,MELILLA,8,2019,45448,977,8103
5587,MENORCA,8,2019,689553,5541,104230
5588,MURCIA-SAN JAVIER,8,2019,0,0,0
5589,PALMA DE MALLORCA,8,2019,4281185,28790,818392
5590,PAMPLONA,8,2019,14141,480,3
5591,REUS,8,2019,196893,1785,0
5592,SABADELL,8,2019,615,4484,0
5593,SALAMANCA,8,2019,2075,981,0
5594,SAN SEBASTIAN,8,2019,23857,540,0
5595,SANTIAGO-ROSALIA DE CASTRO,8,2019,295781,2130,224977
5596,SEVE BALLESTEROS-SANTANDER,8,2019,120979,1184,0
5597,SEVILLA,8,2019,632775,5113,661099
5598,SON BONET,8,2019,555,1591,0
5599,TENERIFE NORTE-C. LA LAGUNA,8,2019,565849,6788,1037147
5600,TENERIFE SUR,8,2019,913186,5528,148276
5601,VALENCIA,8,2019,889748,7406,915471
5602,VALLADOLID,8,2019,26323,726,0
5603,VIGO,8,2019,95761,1088,58858
5604,VITORIA,8,2019,19576,969,4113193
5605,ZARAGOZA,8,2019,51147,784,15610688
5606,A CORUÑA,9,2019,121632,1656,12971
5607,ADOLFO SUAREZ MADRID-BARAJAS,9,2019,5571293,37290,47767485
5608,AEROPUERTO INTL. REGION MURCIA,9,2019,130535,898,0
5609,ALBACETE,9,2019,75,42,0
5610,ALGECIRAS-HELIPUERTO,9,2019,3002,272,0
5611,ALICANTE-ELCHE,9,2019,1552541,10037,337014
5612,ALMERIA,9,2019,122069,1232,0
5613,ASTURIAS,9,2019,140959,1303,1515
5614,BADAJOZ,9,2019,5948,255,0
5615,BARCELONA-EL PRAT J.T.,9,2019,5106950,32111,15921338
5616,BILBAO,9,2019,583128,4909,84066
5617,BURGOS,9,2019,1406,249,0
5618,CEUTA-HELIPUERTO,9,2019,5971,554,0
5619,CORDOBA,9,2019,1163,1164,0
5620,EL HIERRO,9,2019,23879,418,5650
5621,FGL GRANADA-JAEN,9,2019,114238,1176,0
5622,FUERTEVENTURA,9,2019,462926,3925,51497
5623,GIRONA-COSTA BRAVA,9,2019,258753,2019,11387
5624,GRAN CANARIA,9,2019,987333,9773,1761460
5625,HUESCA-PIRINEOS,9,2019,3,574,0
5626,IBIZA,9,2019,1148080,9482,124473
5627,JEREZ DE LA FRONTERA,9,2019,126469,4783,69
5628,LA GOMERA,9,2019,9090,318,178
5629,LA PALMA,9,2019,118768,1687,32832
5630,LANZAROTE-CESAR MANRIQUE,9,2019,610473,5067,115421
5631,LEON,9,2019,5494,237,0
5632,LOGROÑO,9,2019,2219,146,0
5633,MADRID-CUATRO VIENTOS,9,2019,316,5091,0
5634,MALAGA-COSTA DEL SOL,9,2019,2026920,14039,361753
5635,MELILLA,9,2019,39364,907,8724
5636,MENORCA,9,2019,492504,4049,117129
5637,MURCIA-SAN JAVIER,9,2019,0,0,0
5638,PALMA DE MALLORCA,9,2019,3767033,25718,788458
5639,PAMPLONA,9,2019,23517,587,47
5640,REUS,9,2019,160594,1897,0
5641,SABADELL,9,2019,479,4474,0
5642,SALAMANCA,9,2019,921,947,0
5643,SAN SEBASTIAN,9,2019,32273,729,0
5644,SANTIAGO-ROSALIA DE CASTRO,9,2019,281441,2275,288628
5645,SEVE BALLESTEROS-SANTANDER,9,2019,107101,1045,34
5646,SEVILLA,9,2019,673466,5631,885964
5647,SON BONET,9,2019,165,1109,0
5648,TENERIFE NORTE-C. LA LAGUNA,9,2019,517244,6314,1029917
5649,TENERIFE SUR,9,2019,829249,5174,161063
5650,VALENCIA,9,2019,791361,6999,1140123
5651,VALLADOLID,9,2019,24592,723,0
5652,VIGO,9,2019,92813,1095,46161
5653,VITORIA,9,2019,16056,872,5202906
5654,ZARAGOZA,9,2019,45900,805,16604199
5655,A CORUÑA,10,2019,124834,1488,10913
5656,ADOLFO SUAREZ MADRID-BARAJAS,10,2019,5487128,37297,53844903
5657,AEROPUERTO INTL. REGION MURCIA,10,2019,108502,804,0
